nom_joueur,club,position,minutes_jouées,match_joués,buts,passes_décisives,distance_parcourue_(km),corner_tiré,hors_jeu,dribbles,total_tir,tir_cadré,tir_non_cadré,tir_bloqué,ballons_récupérés,tacles,tacles_réussi,tacles_loupé,joueur_éliminé,fautes_commmies,fautes_subies,carton_jaune,carton_rouge,%_passes_réussies,passes_tentées,passes_réussies,%_transversales_réussies,transversales_tentées,transversales_réussies,coup_franc_tirés,tirs_sauvés,buts_concédés,penalty_sauvé,cleansheets,but_du_pied_droit,but_du_pied_gauche,but_de_la_tête,but_autres_façons,but_intérieur_surface,but_dehors_surface,penaltys
Feddal,Sporting CP,Defenseur,450,6,0,0,49.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,24.0,8.0,3.0,5.0,19.0,0.0,0.0,0.0,0.0,71.5,259.0,229.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palomino,Atalanta,Defenseur,450,5,1,1,50.5,0.0,1.0,0.0,3.0,1.0,1.0,1.0,41.0,6.0,3.0,3.0,14.0,5.0,0.0,1.0,0.0,83.6,245.0,207.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
T. Hernández,Milan,Defenseur,450,5,0,1,51.4,3.0,4.0,10.0,3.0,0.0,2.0,1.0,21.0,5.0,2.0,3.0,11.0,5.0,9.0,2.0,0.0,78.6,215.0,172.0,31.0,16.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danilo,Juventus,Defenseur,450,5,0,1,49.9,0.0,0.0,1.0,2.0,0.0,0.0,2.0,24.0,9.0,1.0,8.0,21.0,4.0,6.0,0.0,0.0,89.6,362.0,331.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mykolenko,Dynamo Kyiv,Defenseur,450,5,0,0,56.4,0.0,0.0,0.0,2.0,1.0,1.0,0.0,22.0,6.0,2.0,4.0,9.0,3.0,5.0,0.0,0.0,84.2,201.0,171.0,22.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syrota,Dynamo Kyiv,Defenseur,450,5,0,0,54.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,4.0,3.0,1.0,24.0,4.0,0.0,0.0,0.0,85.6,224.0,194.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koundé,Sevilla,Defenseur,450,5,0,0,53.2,0.0,0.0,0.0,5.0,2.0,2.0,1.0,48.0,0.0,0.0,0.0,15.0,3.0,4.0,0.0,0.0,90.0,343.0,311.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Savić,Atlético,Defenseur,450,5,0,0,51.6,0.0,0.0,0.0,2.0,0.0,1.0,1.0,34.0,6.0,5.0,1.0,17.0,1.0,1.0,1.0,0.0,81.0,191.0,158.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akanji,Dortmund,Defenseur,450,5,0,0,50.6,0.0,0.0,0.0,2.0,0.0,1.0,1.0,39.0,5.0,2.0,3.0,12.0,1.0,2.0,0.0,0.0,87.0,299.0,262.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L. Nielsen,Malmö,Defenseur,450,5,0,0,49.1,0.0,0.0,0.0,2.0,0.0,1.0,1.0,27.0,6.0,5.0,1.0,28.0,2.0,1.0,2.0,0.0,84.8,162.0,140.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marlon,Shakhtar Donetsk,Defenseur,450,5,0,0,48.8,0.0,0.0,0.0,3.0,0.0,3.0,0.0,21.0,3.0,1.0,2.0,15.0,6.0,0.0,0.0,0.0,94.8,424.0,402.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mbemba,Porto,Defenseur,450,5,0,0,46.5,0.0,0.0,0.0,2.0,0.0,1.0,1.0,31.0,4.0,1.0,3.0,19.0,3.0,4.0,2.0,1.0,88.2,215.0,192.0,100.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casteels,Wolfsburg,Gardien,450,5,0,0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4,182.0,129.0,0.0,0.0,0.0,10.0,18.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ersin Destanoğlu,Beşiktaş,Gardien,450,5,0,0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.2,145.0,101.0,0.0,0.0,0.0,7.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donnarumma,Paris,Gardien,450,5,0,0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.8,153.0,128.0,0.0,0.0,0.0,13.0,18.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gulácsi,Leipzig,Gardien,450,5,0,0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.2,182.0,145.0,0.0,0.0,0.0,21.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bushchan,Dynamo Kyiv,Gardien,450,5,0,0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,200.0,142.0,0.0,0.0,0.0,18.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Athanasiadis,Sheriff,Gardien,450,5,0,0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.2,154.0,106.0,0.0,0.0,0.0,10.0,29.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Musiala,Bayern,Milieu,448,8,1,1,59.0,0.0,1.0,20.0,10.0,3.0,2.0,5.0,17.0,2.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,83.4,168.0,141.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Brorsson,Malmö,Defenseur,448,5,0,0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,3.0,1.0,22.0,5.0,2.0,2.0,0.0,80.2,163.0,139.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ziyech,Chelsea,Milieu,446,9,1,2,53.5,23.0,0.0,12.0,13.0,6.0,2.0,5.0,11.0,5.0,2.0,3.0,1.0,13.0,8.0,2.0,0.0,76.8,240.0,186.0,26.0,41.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Saelemaekers,Milan,Milieu,444,6,0,0,57.3,0.0,0.0,0.0,4.0,1.0,1.0,2.0,24.0,5.0,1.0,4.0,2.0,7.0,7.0,1.0,0.0,77.5,182.0,141.0,28.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Douglas Santos,Zenit,Defenseur,444,5,0,2,50.5,6.0,1.0,3.0,5.0,0.0,3.0,2.0,23.0,8.0,5.0,3.0,20.0,4.0,6.0,0.0,0.0,85.0,238.0,202.0,39.0,23.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chistiakov,Zenit,Defenseur,444,5,0,0,50.8,0.0,0.0,0.0,5.0,1.0,2.0,2.0,19.0,6.0,4.0,2.0,18.0,7.0,1.0,2.0,1.0,92.2,209.0,196.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Souza,Beşiktaş,Milieu,442,5,0,0,55.5,0.0,0.0,0.0,3.0,0.0,2.0,1.0,40.0,20.0,12.0,8.0,9.0,7.0,3.0,3.0,1.0,87.2,267.0,237.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berget,Malmö,Milieu,438,5,0,0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,1.0,2.0,16.0,3.0,4.0,0.0,0.0,64.2,162.0,104.0,28.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onguéné,Salzburg,Defenseur,437,5,0,0,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,3.0,1.0,22.0,5.0,5.0,1.0,0.0,87.2,242.0,213.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buyalskiy,Dynamo Kyiv,Milieu,436,5,0,0,58.5,0.0,0.0,0.0,4.0,3.0,0.0,1.0,8.0,5.0,2.0,3.0,1.0,2.0,14.0,1.0,0.0,80.4,101.0,84.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xeka,LOSC,Milieu,435,7,0,0,54.1,0.0,0.0,0.0,4.0,0.0,3.0,1.0,19.0,8.0,1.0,7.0,4.0,6.0,5.0,3.0,0.0,80.3,218.0,180.0,33.0,9.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mæhle,Atalanta,Defenseur,435,5,0,1,56.4,0.0,1.0,11.0,3.0,0.0,2.0,1.0,21.0,4.0,3.0,1.0,4.0,3.0,7.0,0.0,0.0,81.8,217.0,184.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garcia,Young Boys,Defenseur,435,5,0,0,40.2,0.0,0.0,0.0,5.0,1.0,2.0,2.0,21.0,8.0,4.0,4.0,7.0,9.0,2.0,1.0,0.0,79.8,226.0,184.0,30.0,23.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malcom,Zenit,Attaquant,434,6,0,1,48.6,6.0,2.0,12.0,10.0,3.0,3.0,4.0,13.0,3.0,2.0,1.0,2.0,3.0,14.0,0.0,0.0,84.5,179.0,149.0,23.0,21.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred,Man. United,Milieu,433,6,0,0,43.4,0.0,0.0,0.0,5.0,2.0,2.0,1.0,29.0,10.0,6.0,4.0,2.0,4.0,10.0,1.0,0.0,84.8,262.0,224.0,50.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angeliño,Leipzig,Defenseur,432,5,0,3,50.7,8.0,0.0,4.0,5.0,0.0,2.0,3.0,14.0,3.0,2.0,1.0,5.0,4.0,2.0,2.0,1.0,72.4,180.0,132.0,26.0,30.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedraza,Villarreal,Milieu,431,10,0,1,55.3,0.0,0.0,9.0,6.0,0.0,6.0,0.0,18.0,4.0,1.0,3.0,9.0,5.0,3.0,1.0,0.0,61.4,195.0,151.0,15.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pino,Villarreal,Attaquant,431,7,1,0,54.7,0.0,0.0,0.0,4.0,2.0,2.0,0.0,14.0,10.0,4.0,6.0,0.0,7.0,7.0,3.0,0.0,76.7,106.0,88.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Verratti,Paris,Milieu,431,5,0,0,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,35.0,18.0,17.0,4.0,5.0,10.0,2.0,0.0,93.0,436.0,403.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guilavogui,Wolfsburg,Milieu,429,5,0,0,50.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,39.0,6.0,1.0,5.0,26.0,11.0,2.0,4.0,1.0,85.4,215.0,184.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kanté,Chelsea,Milieu,427,6,0,1,52.2,0.0,0.0,4.0,3.0,0.0,2.0,1.0,29.0,9.0,3.0,6.0,4.0,12.0,2.0,0.0,0.0,89.8,274.0,245.0,50.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kovačić,Chelsea,Milieu,426,6,0,0,50.3,0.0,0.0,0.0,4.0,0.0,2.0,2.0,16.0,12.0,5.0,7.0,1.0,6.0,4.0,0.0,0.0,91.3,457.0,425.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lindelöf,Man. United,Defenseur,426,5,0,0,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,3.0,2.0,15.0,5.0,1.0,1.0,0.0,93.6,280.0,263.0,50.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hermoso,Atlético,Defenseur,425,6,0,0,47.7,0.0,0.0,0.0,2.0,0.0,1.0,1.0,28.0,2.0,1.0,1.0,23.0,9.0,1.0,1.0,0.0,76.0,165.0,127.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C. Martins Pereira,Young Boys,Milieu,420,5,0,0,44.5,0.0,0.0,0.0,5.0,1.0,3.0,1.0,32.0,10.0,2.0,8.0,6.0,7.0,4.0,1.0,0.0,91.2,177.0,162.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hakan Çalhanoğlu,Inter,Milieu,419,6,0,0,55.2,0.0,0.0,0.0,5.0,1.0,3.0,1.0,14.0,8.0,2.0,6.0,2.0,5.0,4.0,0.0,0.0,85.7,262.0,225.0,47.0,34.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wan-Bissaka,Man. United,Defenseur,419,6,0,0,45.9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,12.0,7.0,5.0,12.0,4.0,2.0,0.0,1.0,84.8,254.0,218.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomori,Milan,Defenseur,418,5,1,0,45.4,0.0,0.0,0.0,3.0,2.0,1.0,0.0,30.0,10.0,3.0,7.0,22.0,7.0,4.0,2.0,0.0,87.4,194.0,169.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Botman,LOSC,Defenseur,418,5,0,0,47.4,0.0,0.0,0.0,3.0,1.0,2.0,0.0,37.0,7.0,5.0,2.0,20.0,1.0,3.0,1.0,0.0,88.0,248.0,220.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rits,Club Brugge,Milieu,417,6,2,0,53.9,0.0,0.0,0.0,8.0,4.0,2.0,2.0,14.0,5.0,3.0,2.0,2.0,2.0,4.0,0.0,0.0,77.2,129.0,101.0,33.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
Baku,Wolfsburg,Milieu,413,6,1,0,48.6,0.0,0.0,0.0,2.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,68.7,144.0,99.0,11.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Ahmedhodžić,Malmö,Defenseur,413,5,0,0,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,3.0,3.0,24.0,6.0,0.0,1.0,1.0,83.0,225.0,191.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Silva,Leipzig,Attaquant,410,6,3,2,47.2,0.0,9.0,5.0,21.0,10.0,6.0,5.0,8.0,3.0,0.0,3.0,1.0,8.0,8.0,0.0,0.0,83.8,99.0,82.0,66.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0
Vidal,Inter,Milieu,409,7,1,2,53.2,0.0,0.0,2.0,3.0,2.0,0.0,1.0,30.0,19.0,10.0,9.0,9.0,10.0,6.0,1.0,0.0,90.4,254.0,222.0,66.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Balanta,Club Brugge,Milieu,407,5,0,0,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,10.0,3.0,7.0,9.0,18.0,3.0,4.0,0.0,79.8,155.0,124.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renato Sanches,LOSC,Milieu,407,5,0,0,49.2,0.0,0.0,0.0,4.0,1.0,2.0,1.0,12.0,3.0,1.0,2.0,6.0,9.0,8.0,0.0,0.0,80.4,204.0,163.0,11.0,9.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zappacosta,Atalanta,Defenseur,405,6,0,1,51.0,0.0,0.0,12.0,7.0,1.0,4.0,2.0,10.0,4.0,0.0,4.0,3.0,6.0,11.0,1.0,0.0,89.7,188.0,162.0,8.0,12.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laimer,Leipzig,Milieu,405,6,0,1,49.1,0.0,0.0,4.0,5.0,3.0,1.0,1.0,19.0,11.0,2.0,9.0,1.0,11.0,5.0,0.0,0.0,81.2,187.0,149.0,16.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolovos,Sheriff,Milieu,405,6,0,0,49.3,0.0,0.0,0.0,2.0,0.0,0.0,2.0,10.0,1.0,0.0,1.0,0.0,1.0,8.0,1.0,0.0,71.5,88.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rosier,Beşiktaş,Defenseur,405,5,0,0,46.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,7.0,3.0,4.0,9.0,4.0,3.0,0.0,0.0,84.4,177.0,150.0,14.0,14.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Correa,Atlético,Attaquant,401,10,1,0,49.6,0.0,0.0,0.0,9.0,3.0,4.0,2.0,12.0,5.0,3.0,2.0,0.0,10.0,8.0,2.0,0.0,65.6,139.0,107.0,28.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Gueye,Paris,Milieu,400,7,1,0,48.1,0.0,0.0,0.0,4.0,2.0,2.0,0.0,14.0,12.0,5.0,7.0,5.0,10.0,7.0,1.0,0.0,88.7,209.0,190.0,33.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
McTominay,Man. United,Milieu,400,5,0,0,53.8,0.0,0.0,0.0,4.0,1.0,2.0,1.0,28.0,7.0,2.0,5.0,4.0,7.0,4.0,1.0,0.0,90.2,217.0,197.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gavi,Barcelona,Milieu,398,6,0,0,54.1,0.0,0.0,0.0,4.0,0.0,3.0,1.0,20.0,9.0,4.0,5.0,2.0,16.0,7.0,2.0,0.0,92.8,164.0,153.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weghorst,Wolfsburg,Attaquant,398,5,0,0,49.4,0.0,0.0,0.0,8.0,2.0,5.0,1.0,10.0,3.0,2.0,1.0,3.0,10.0,6.0,2.0,0.0,75.0,92.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaw,Man. United,Defenseur,397,5,0,2,36.6,3.0,1.0,1.0,1.0,0.0,1.0,0.0,20.0,6.0,4.0,2.0,2.0,7.0,5.0,2.0,0.0,79.8,233.0,190.0,29.0,17.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandt,Dortmund,Milieu,395,5,0,0,51.8,0.0,0.0,0.0,4.0,0.0,3.0,1.0,23.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,83.6,240.0,198.0,26.0,19.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sancho,Man. United,Milieu,393,7,1,0,42.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,85.7,202.0,176.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Piqué,Barcelona,Defenseur,393,5,1,0,44.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,33.0,8.0,1.0,7.0,13.0,8.0,3.0,2.0,0.0,92.8,288.0,269.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Malen,Dortmund,Attaquant,392,6,3,0,43.7,0.0,0.0,0.0,11.0,5.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,76.3,137.0,107.0,33.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0
Romagnoli,Milan,Defenseur,392,5,0,0,44.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,32.0,10.0,7.0,3.0,18.0,4.0,0.0,0.0,0.0,86.4,221.0,192.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gnabry,Bayern,Attaquant,391,8,3,2,46.7,3.0,0.0,12.0,18.0,8.0,6.0,4.0,14.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,73.6,231.0,194.0,20.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
Zaidu,Porto,Defenseur,389,6,0,0,45.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,7.0,4.0,3.0,14.0,4.0,6.0,1.0,0.0,73.7,152.0,112.0,25.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McKennie,Juventus,Milieu,388,6,0,0,51.9,0.0,0.0,0.0,7.0,3.0,3.0,1.0,15.0,5.0,0.0,5.0,3.0,3.0,2.0,0.0,0.0,85.8,170.0,153.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hefti,Young Boys,Defenseur,386,6,1,1,38.8,0.0,0.0,3.0,2.0,1.0,0.0,1.0,19.0,9.0,4.0,5.0,7.0,9.0,1.0,1.0,0.0,74.7,204.0,154.0,30.0,20.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Forsberg,Leipzig,Attaquant,385,6,2,2,48.2,9.0,0.0,3.0,11.0,4.0,3.0,4.0,12.0,2.0,0.0,2.0,1.0,6.0,4.0,0.0,0.0,83.8,164.0,132.0,53.0,13.0,7.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0
Batshuayi,Beşiktaş,Attaquant,383,5,0,0,43.5,0.0,0.0,0.0,10.0,2.0,7.0,1.0,4.0,2.0,0.0,2.0,2.0,6.0,3.0,1.0,0.0,73.2,88.0,66.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bentancur,Juventus,Milieu,382,5,0,1,48.7,0.0,1.0,2.0,2.0,0.0,2.0,0.0,23.0,7.0,3.0,4.0,2.0,5.0,2.0,0.0,0.0,83.0,206.0,176.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricardo Esgaio,Sporting CP,Defenseur,380,8,0,2,48.8,0.0,0.0,1.0,2.0,0.0,1.0,1.0,17.0,7.0,3.0,4.0,5.0,7.0,3.0,1.0,0.0,75.6,171.0,146.0,33.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acuña,Sevilla,Defenseur,379,5,0,0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,6.0,2.0,4.0,12.0,6.0,0.0,0.0,77.8,275.0,214.0,40.0,30.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lemar,Atlético,Milieu,377,8,0,1,48.9,7.0,0.0,7.0,4.0,3.0,0.0,1.0,14.0,4.0,3.0,1.0,4.0,3.0,3.0,0.0,0.0,76.1,171.0,133.0,28.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bennacer,Milan,Milieu,376,6,0,0,47.1,0.0,0.0,0.0,2.0,1.0,0.0,1.0,31.0,9.0,5.0,4.0,5.0,7.0,8.0,1.0,0.0,85.8,200.0,170.0,36.0,11.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
De Pena,Dynamo Kyiv,Milieu,375,6,0,0,49.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,10.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,70.3,124.0,87.0,10.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordi Alba,Barcelona,Defenseur,375,5,0,1,45.8,0.0,1.0,0.0,3.0,2.0,1.0,0.0,22.0,4.0,1.0,3.0,7.0,4.0,2.0,0.0,0.0,84.0,301.0,251.0,30.0,30.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
